"Year","PNA","Measure","variable","value"
2003,"Non-PNA Member","Mathew and Hunter","Fleet_catch_in_national_waters_of_FFA_members",0
2004,"Non-PNA Member","Mathew and Hunter","Fleet_catch_in_national_waters_of_FFA_members",0
2005,"Non-PNA Member","Mathew and Hunter","Fleet_catch_in_national_waters_of_FFA_members",0
2006,"Non-PNA Member","Mathew and Hunter","Fleet_catch_in_national_waters_of_FFA_members",0
2007,"Non-PNA Member","Mathew and Hunter","Fleet_catch_in_national_waters_of_FFA_members",0
2008,"Non-PNA Member","Mathew and Hunter","Fleet_catch_in_national_waters_of_FFA_members",0
2009,"Non-PNA Member","Mathew and Hunter","Fleet_catch_in_national_waters_of_FFA_members",0
2010,"Non-PNA Member","Mathew and Hunter","Fleet_catch_in_national_waters_of_FFA_members",0
2011,"Non-PNA Member","Mathew and Hunter","Fleet_catch_in_national_waters_of_FFA_members",0
2012,"Non-PNA Member","Mathew and Hunter","Fleet_catch_in_national_waters_of_FFA_members",0
2013,"Non-PNA Member","Mathew and Hunter","Fleet_catch_in_national_waters_of_FFA_members",0
2014,"Non-PNA Member","Mathew and Hunter","Fleet_catch_in_national_waters_of_FFA_members",0
2015,"Non-PNA Member","Mathew and Hunter","Fleet_catch_in_national_waters_of_FFA_members",0
2016,"Non-PNA Member","Mathew and Hunter","Fleet_catch_in_national_waters_of_FFA_members",0
2017,"Non-PNA Member","Mathew and Hunter","Fleet_catch_in_national_waters_of_FFA_members",0
2018,"Non-PNA Member","Mathew and Hunter","Fleet_catch_in_national_waters_of_FFA_members",0
2019,"Non-PNA Member","Mathew and Hunter","Fleet_catch_in_national_waters_of_FFA_members",0
2020,"Non-PNA Member","Mathew and Hunter","Fleet_catch_in_national_waters_of_FFA_members",0
2021,"Non-PNA Member","Mathew and Hunter","Fleet_catch_in_national_waters_of_FFA_members",0
2022,"Non-PNA Member","Mathew and Hunter","Fleet_catch_in_national_waters_of_FFA_members",0
2023,"Non-PNA Member","Mathew and Hunter","Fleet_catch_in_national_waters_of_FFA_members",0
1997,"PNA Member","Nauru","Fleet_catch_in_national_waters_of_FFA_members",0
1998,"PNA Member","Nauru","Fleet_catch_in_national_waters_of_FFA_members",0
1999,"PNA Member","Nauru","Fleet_catch_in_national_waters_of_FFA_members",0
2000,"PNA Member","Nauru","Fleet_catch_in_national_waters_of_FFA_members",0
2001,"PNA Member","Nauru","Fleet_catch_in_national_waters_of_FFA_members",0
2002,"PNA Member","Nauru","Fleet_catch_in_national_waters_of_FFA_members",0
2003,"PNA Member","Nauru","Fleet_catch_in_national_waters_of_FFA_members",0
2004,"PNA Member","Nauru","Fleet_catch_in_national_waters_of_FFA_members",0
2005,"PNA Member","Nauru","Fleet_catch_in_national_waters_of_FFA_members",0
2006,"PNA Member","Nauru","Fleet_catch_in_national_waters_of_FFA_members",0
2007,"PNA Member","Nauru","Fleet_catch_in_national_waters_of_FFA_members",0
2008,"PNA Member","Nauru","Fleet_catch_in_national_waters_of_FFA_members",0
2009,"PNA Member","Nauru","Fleet_catch_in_national_waters_of_FFA_members",0
2010,"PNA Member","Nauru","Fleet_catch_in_national_waters_of_FFA_members",0
2011,"PNA Member","Nauru","Fleet_catch_in_national_waters_of_FFA_members",0
2012,"PNA Member","Nauru","Fleet_catch_in_national_waters_of_FFA_members",0
2013,"PNA Member","Nauru","Fleet_catch_in_national_waters_of_FFA_members",0
2014,"PNA Member","Nauru","Fleet_catch_in_national_waters_of_FFA_members",0
2015,"PNA Member","Nauru","Fleet_catch_in_national_waters_of_FFA_members",0
2016,"PNA Member","Nauru","Fleet_catch_in_national_waters_of_FFA_members",0
2017,"PNA Member","Nauru","Fleet_catch_in_national_waters_of_FFA_members",0
2018,"PNA Member","Nauru","Fleet_catch_in_national_waters_of_FFA_members",2868
2019,"PNA Member","Nauru","Fleet_catch_in_national_waters_of_FFA_members",19096
2020,"PNA Member","Nauru","Fleet_catch_in_national_waters_of_FFA_members",54438
2021,"PNA Member","Nauru","Fleet_catch_in_national_waters_of_FFA_members",79821
2022,"PNA Member","Nauru","Fleet_catch_in_national_waters_of_FFA_members",79829
2023,"PNA Member","Nauru","Fleet_catch_in_national_waters_of_FFA_members",58999
1997,"Non-PNA Member","New Caledonia","Fleet_catch_in_national_waters_of_FFA_members",-875
1998,"Non-PNA Member","New Caledonia","Fleet_catch_in_national_waters_of_FFA_members",-1497
1999,"Non-PNA Member","New Caledonia","Fleet_catch_in_national_waters_of_FFA_members",-1567
2000,"Non-PNA Member","New Caledonia","Fleet_catch_in_national_waters_of_FFA_members",-1653
2001,"Non-PNA Member","New Caledonia","Fleet_catch_in_national_waters_of_FFA_members",-1713
2002,"Non-PNA Member","New Caledonia","Fleet_catch_in_national_waters_of_FFA_members",-1925
2003,"Non-PNA Member","New Caledonia","Fleet_catch_in_national_waters_of_FFA_members",-2000
2004,"Non-PNA Member","New Caledonia","Fleet_catch_in_national_waters_of_FFA_members",-2161
2005,"Non-PNA Member","New Caledonia","Fleet_catch_in_national_waters_of_FFA_members",-2109
2006,"Non-PNA Member","New Caledonia","Fleet_catch_in_national_waters_of_FFA_members",-1802
2007,"Non-PNA Member","New Caledonia","Fleet_catch_in_national_waters_of_FFA_members",-1764
2008,"Non-PNA Member","New Caledonia","Fleet_catch_in_national_waters_of_FFA_members",-1982
2009,"Non-PNA Member","New Caledonia","Fleet_catch_in_national_waters_of_FFA_members",-2178
2010,"Non-PNA Member","New Caledonia","Fleet_catch_in_national_waters_of_FFA_members",-2481
2011,"Non-PNA Member","New Caledonia","Fleet_catch_in_national_waters_of_FFA_members",-2360
2012,"Non-PNA Member","New Caledonia","Fleet_catch_in_national_waters_of_FFA_members",-2332
2013,"Non-PNA Member","New Caledonia","Fleet_catch_in_national_waters_of_FFA_members",-2290
2014,"Non-PNA Member","New Caledonia","Fleet_catch_in_national_waters_of_FFA_members",-2426
2015,"Non-PNA Member","New Caledonia","Fleet_catch_in_national_waters_of_FFA_members",-2497
2016,"Non-PNA Member","New Caledonia","Fleet_catch_in_national_waters_of_FFA_members",-2359
2017,"Non-PNA Member","New Caledonia","Fleet_catch_in_national_waters_of_FFA_members",-2363
2018,"Non-PNA Member","New Caledonia","Fleet_catch_in_national_waters_of_FFA_members",-2270
2019,"Non-PNA Member","New Caledonia","Fleet_catch_in_national_waters_of_FFA_members",-2747
2020,"Non-PNA Member","New Caledonia","Fleet_catch_in_national_waters_of_FFA_members",-2467
2021,"Non-PNA Member","New Caledonia","Fleet_catch_in_national_waters_of_FFA_members",-2434
2022,"Non-PNA Member","New Caledonia","Fleet_catch_in_national_waters_of_FFA_members",-2879
2023,"Non-PNA Member","New Caledonia","Fleet_catch_in_national_waters_of_FFA_members",-2515
1997,"Non-PNA Member","New Zealand","Fleet_catch_in_national_waters_of_FFA_members",0
1998,"Non-PNA Member","New Zealand","Fleet_catch_in_national_waters_of_FFA_members",0
1999,"Non-PNA Member","New Zealand","Fleet_catch_in_national_waters_of_FFA_members",0
2000,"Non-PNA Member","New Zealand","Fleet_catch_in_national_waters_of_FFA_members",3263
2001,"Non-PNA Member","New Zealand","Fleet_catch_in_national_waters_of_FFA_members",7103
2002,"Non-PNA Member","New Zealand","Fleet_catch_in_national_waters_of_FFA_members",21479
2003,"Non-PNA Member","New Zealand","Fleet_catch_in_national_waters_of_FFA_members",12527
2004,"Non-PNA Member","New Zealand","Fleet_catch_in_national_waters_of_FFA_members",15162
2005,"Non-PNA Member","New Zealand","Fleet_catch_in_national_waters_of_FFA_members",11498
2006,"Non-PNA Member","New Zealand","Fleet_catch_in_national_waters_of_FFA_members",14463
2007,"Non-PNA Member","New Zealand","Fleet_catch_in_national_waters_of_FFA_members",19524
2008,"Non-PNA Member","New Zealand","Fleet_catch_in_national_waters_of_FFA_members",16315
2009,"Non-PNA Member","New Zealand","Fleet_catch_in_national_waters_of_FFA_members",16673
2010,"Non-PNA Member","New Zealand","Fleet_catch_in_national_waters_of_FFA_members",16543
2011,"Non-PNA Member","New Zealand","Fleet_catch_in_national_waters_of_FFA_members",11448
2012,"Non-PNA Member","New Zealand","Fleet_catch_in_national_waters_of_FFA_members",9465
2013,"Non-PNA Member","New Zealand","Fleet_catch_in_national_waters_of_FFA_members",12072
2014,"Non-PNA Member","New Zealand","Fleet_catch_in_national_waters_of_FFA_members",10339
2015,"Non-PNA Member","New Zealand","Fleet_catch_in_national_waters_of_FFA_members",1757
2016,"Non-PNA Member","New Zealand","Fleet_catch_in_national_waters_of_FFA_members",2127
2017,"Non-PNA Member","New Zealand","Fleet_catch_in_national_waters_of_FFA_members",0
2018,"Non-PNA Member","New Zealand","Fleet_catch_in_national_waters_of_FFA_members",0
2019,"Non-PNA Member","New Zealand","Fleet_catch_in_national_waters_of_FFA_members",0
2020,"Non-PNA Member","New Zealand","Fleet_catch_in_national_waters_of_FFA_members",0
2021,"Non-PNA Member","New Zealand","Fleet_catch_in_national_waters_of_FFA_members",0
2022,"Non-PNA Member","New Zealand","Fleet_catch_in_national_waters_of_FFA_members",0
2023,"Non-PNA Member","New Zealand","Fleet_catch_in_national_waters_of_FFA_members",0
1997,"Non-PNA Member","Niue","Fleet_catch_in_national_waters_of_FFA_members",0
1998,"Non-PNA Member","Niue","Fleet_catch_in_national_waters_of_FFA_members",0
1999,"Non-PNA Member","Niue","Fleet_catch_in_national_waters_of_FFA_members",0
2000,"Non-PNA Member","Niue","Fleet_catch_in_national_waters_of_FFA_members",0
2001,"Non-PNA Member","Niue","Fleet_catch_in_national_waters_of_FFA_members",0
2002,"Non-PNA Member","Niue","Fleet_catch_in_national_waters_of_FFA_members",0
2003,"Non-PNA Member","Niue","Fleet_catch_in_national_waters_of_FFA_members",0
2004,"Non-PNA Member","Niue","Fleet_catch_in_national_waters_of_FFA_members",0
2005,"Non-PNA Member","Niue","Fleet_catch_in_national_waters_of_FFA_members",0
2006,"Non-PNA Member","Niue","Fleet_catch_in_national_waters_of_FFA_members",0
2007,"Non-PNA Member","Niue","Fleet_catch_in_national_waters_of_FFA_members",0
2008,"Non-PNA Member","Niue","Fleet_catch_in_national_waters_of_FFA_members",0
2009,"Non-PNA Member","Niue","Fleet_catch_in_national_waters_of_FFA_members",0
2010,"Non-PNA Member","Niue","Fleet_catch_in_national_waters_of_FFA_members",0
2011,"Non-PNA Member","Niue","Fleet_catch_in_national_waters_of_FFA_members",0
2012,"Non-PNA Member","Niue","Fleet_catch_in_national_waters_of_FFA_members",0
2013,"Non-PNA Member","Niue","Fleet_catch_in_national_waters_of_FFA_members",0
2014,"Non-PNA Member","Niue","Fleet_catch_in_national_waters_of_FFA_members",0
2015,"Non-PNA Member","Niue","Fleet_catch_in_national_waters_of_FFA_members",0
2016,"Non-PNA Member","Niue","Fleet_catch_in_national_waters_of_FFA_members",0
2017,"Non-PNA Member","Niue","Fleet_catch_in_national_waters_of_FFA_members",0
2018,"Non-PNA Member","Niue","Fleet_catch_in_national_waters_of_FFA_members",0
2019,"Non-PNA Member","Niue","Fleet_catch_in_national_waters_of_FFA_members",0
2020,"Non-PNA Member","Niue","Fleet_catch_in_national_waters_of_FFA_members",0
2021,"Non-PNA Member","Niue","Fleet_catch_in_national_waters_of_FFA_members",0
2022,"Non-PNA Member","Niue","Fleet_catch_in_national_waters_of_FFA_members",0
2023,"Non-PNA Member","Niue","Fleet_catch_in_national_waters_of_FFA_members",0
1997,"Non-PNA Member","Northern Mariana Islands","Fleet_catch_in_national_waters_of_FFA_members",0
1998,"Non-PNA Member","Northern Mariana Islands","Fleet_catch_in_national_waters_of_FFA_members",0
1999,"Non-PNA Member","Northern Mariana Islands","Fleet_catch_in_national_waters_of_FFA_members",0
2000,"Non-PNA Member","Northern Mariana Islands","Fleet_catch_in_national_waters_of_FFA_members",0
2001,"Non-PNA Member","Northern Mariana Islands","Fleet_catch_in_national_waters_of_FFA_members",0
2002,"Non-PNA Member","Northern Mariana Islands","Fleet_catch_in_national_waters_of_FFA_members",0
2003,"Non-PNA Member","Northern Mariana Islands","Fleet_catch_in_national_waters_of_FFA_members",0
2004,"Non-PNA Member","Northern Mariana Islands","Fleet_catch_in_national_waters_of_FFA_members",0
2005,"Non-PNA Member","Northern Mariana Islands","Fleet_catch_in_national_waters_of_FFA_members",0
2006,"Non-PNA Member","Northern Mariana Islands","Fleet_catch_in_national_waters_of_FFA_members",0
2007,"Non-PNA Member","Northern Mariana Islands","Fleet_catch_in_national_waters_of_FFA_members",0
2008,"Non-PNA Member","Northern Mariana Islands","Fleet_catch_in_national_waters_of_FFA_members",0
2009,"Non-PNA Member","Northern Mariana Islands","Fleet_catch_in_national_waters_of_FFA_members",0
2010,"Non-PNA Member","Northern Mariana Islands","Fleet_catch_in_national_waters_of_FFA_members",0
2011,"Non-PNA Member","Northern Mariana Islands","Fleet_catch_in_national_waters_of_FFA_members",0
2012,"Non-PNA Member","Northern Mariana Islands","Fleet_catch_in_national_waters_of_FFA_members",0
2013,"Non-PNA Member","Northern Mariana Islands","Fleet_catch_in_national_waters_of_FFA_members",0
2014,"Non-PNA Member","Northern Mariana Islands","Fleet_catch_in_national_waters_of_FFA_members",0
2015,"Non-PNA Member","Northern Mariana Islands","Fleet_catch_in_national_waters_of_FFA_members",0
2016,"Non-PNA Member","Northern Mariana Islands","Fleet_catch_in_national_waters_of_FFA_members",0
2017,"Non-PNA Member","Northern Mariana Islands","Fleet_catch_in_national_waters_of_FFA_members",0
2018,"Non-PNA Member","Northern Mariana Islands","Fleet_catch_in_national_waters_of_FFA_members",0
2019,"Non-PNA Member","Northern Mariana Islands","Fleet_catch_in_national_waters_of_FFA_members",0
2020,"Non-PNA Member","Northern Mariana Islands","Fleet_catch_in_national_waters_of_FFA_members",0
2021,"Non-PNA Member","Northern Mariana Islands","Fleet_catch_in_national_waters_of_FFA_members",0
2022,"Non-PNA Member","Northern Mariana Islands","Fleet_catch_in_national_waters_of_FFA_members",0
2023,"Non-PNA Member","Northern Mariana Islands","Fleet_catch_in_national_waters_of_FFA_members",0
1997,"PNA Member","Palau","Fleet_catch_in_national_waters_of_FFA_members",0
1998,"PNA Member","Palau","Fleet_catch_in_national_waters_of_FFA_members",0
1999,"PNA Member","Palau","Fleet_catch_in_national_waters_of_FFA_members",0
2000,"PNA Member","Palau","Fleet_catch_in_national_waters_of_FFA_members",47
2001,"PNA Member","Palau","Fleet_catch_in_national_waters_of_FFA_members",0
2002,"PNA Member","Palau","Fleet_catch_in_national_waters_of_FFA_members",0
2003,"PNA Member","Palau","Fleet_catch_in_national_waters_of_FFA_members",0
2004,"PNA Member","Palau","Fleet_catch_in_national_waters_of_FFA_members",0
2005,"PNA Member","Palau","Fleet_catch_in_national_waters_of_FFA_members",0
2006,"PNA Member","Palau","Fleet_catch_in_national_waters_of_FFA_members",0
2007,"PNA Member","Palau","Fleet_catch_in_national_waters_of_FFA_members",0
2008,"PNA Member","Palau","Fleet_catch_in_national_waters_of_FFA_members",0
2009,"PNA Member","Palau","Fleet_catch_in_national_waters_of_FFA_members",0
2010,"PNA Member","Palau","Fleet_catch_in_national_waters_of_FFA_members",0
2011,"PNA Member","Palau","Fleet_catch_in_national_waters_of_FFA_members",0
2012,"PNA Member","Palau","Fleet_catch_in_national_waters_of_FFA_members",0
2013,"PNA Member","Palau","Fleet_catch_in_national_waters_of_FFA_members",0
2014,"PNA Member","Palau","Fleet_catch_in_national_waters_of_FFA_members",0
2015,"PNA Member","Palau","Fleet_catch_in_national_waters_of_FFA_members",0
2016,"PNA Member","Palau","Fleet_catch_in_national_waters_of_FFA_members",0
2017,"PNA Member","Palau","Fleet_catch_in_national_waters_of_FFA_members",0
2018,"PNA Member","Palau","Fleet_catch_in_national_waters_of_FFA_members",1
2019,"PNA Member","Palau","Fleet_catch_in_national_waters_of_FFA_members",5
2020,"PNA Member","Palau","Fleet_catch_in_national_waters_of_FFA_members",0
2021,"PNA Member","Palau","Fleet_catch_in_national_waters_of_FFA_members",0
2022,"PNA Member","Palau","Fleet_catch_in_national_waters_of_FFA_members",0
2023,"PNA Member","Palau","Fleet_catch_in_national_waters_of_FFA_members",0
1997,"Non-PNA Member","Philippines","Fleet_catch_in_national_waters_of_FFA_members",-140794
1998,"Non-PNA Member","Philippines","Fleet_catch_in_national_waters_of_FFA_members",-148733
1999,"Non-PNA Member","Philippines","Fleet_catch_in_national_waters_of_FFA_members",-163668
2000,"Non-PNA Member","Philippines","Fleet_catch_in_national_waters_of_FFA_members",-163546
2001,"Non-PNA Member","Philippines","Fleet_catch_in_national_waters_of_FFA_members",-159397
2002,"Non-PNA Member","Philippines","Fleet_catch_in_national_waters_of_FFA_members",-177122
2003,"Non-PNA Member","Philippines","Fleet_catch_in_national_waters_of_FFA_members",-232118
2004,"Non-PNA Member","Philippines","Fleet_catch_in_national_waters_of_FFA_members",-237895
2005,"Non-PNA Member","Philippines","Fleet_catch_in_national_waters_of_FFA_members",-243212
2006,"Non-PNA Member","Philippines","Fleet_catch_in_national_waters_of_FFA_members",-268767
2007,"Non-PNA Member","Philippines","Fleet_catch_in_national_waters_of_FFA_members",-312772
2008,"Non-PNA Member","Philippines","Fleet_catch_in_national_waters_of_FFA_members",-321447
2009,"Non-PNA Member","Philippines","Fleet_catch_in_national_waters_of_FFA_members",-205698
2010,"Non-PNA Member","Philippines","Fleet_catch_in_national_waters_of_FFA_members",-138863
2011,"Non-PNA Member","Philippines","Fleet_catch_in_national_waters_of_FFA_members",-32377
2012,"Non-PNA Member","Philippines","Fleet_catch_in_national_waters_of_FFA_members",-10957
2013,"Non-PNA Member","Philippines","Fleet_catch_in_national_waters_of_FFA_members",-47561
2014,"Non-PNA Member","Philippines","Fleet_catch_in_national_waters_of_FFA_members",-47839
2015,"Non-PNA Member","Philippines","Fleet_catch_in_national_waters_of_FFA_members",-72982
2016,"Non-PNA Member","Philippines","Fleet_catch_in_national_waters_of_FFA_members",-49498
2017,"Non-PNA Member","Philippines","Fleet_catch_in_national_waters_of_FFA_members",-115733
